"Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","PavedDrive","MoSold","YrSold","SaleType","SaleCondition","SalePrice","ExteriorFirst","BsmtUnfSf","EncodeLotShape","EncodeNeighborhood","EncodeHouseStyle","EncodeBsmtExposure","EncodeKitchenQual","EncodeBsmtQual","BathToRoom","EncodeBldgType","EncodedFoundation","EncodeSaleType","EncodedSaleCondition","cent1","EncodeNeighborhoodL","EncodeCondition1","EncodeCondition1L","EncodeLotConfig","EncodeHeatingQC","cent2","cent3","EncodeExteriorFirst"
835,20,"RL",4.31748811353631,8.97144846369383,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,6,1961,1961,"Gable","VinylSd","BrkFace",4.91265488573605,"TA","TA","CBlock","TA","No","Rec",6.3491389913798,572,7.04228617193974,"Gd","Y","SBrkr",7.04228617193974,0,7.04228617193974,1,0,1,0,3,"TA",6,0,"Attchd",1961,"Unf",2,6.12249280951439,"Y",9,2008,"WD","Normal",11.8490404949436,"VinylSd",6.3491389913798,4,0,1,0,1,1,0.666666666666667,0,0,0,1,-0.0156904850359613,0,1,0,0,0,0.197500867198687,0.0401910575951696,0
836,20,"RL",4.0943445622221,9.16951837745593,"Reg","Inside","Sawyer","Norm","1Fam","1Story",4,7,1950,1995,"Gable","HdBoard","None",5.20948615284142,"TA","TA","CBlock","Gd","No","BLQ",6.0913098820777,625,6.97260625130175,"TA","Y","SBrkr",6.97260625130175,0,6.97260625130175,0,0,2,0,2,"Gd",4,0,"Attchd",1996,"Unf",2,6.07764224334903,"Y",2,2010,"WD","Normal",11.7597855429018,"VinylSd",6.4377516497364,4,0,1,0,0,1,1,0,0,0,1,-0.0235002933396227,0,1,0,0,1,0.564380060680145,0.0789100913505142,0
837,30,"RM",4.49980967033027,8.99961934066053,"Reg","Inside","OldTown","Norm","1Fam","1Story",5,6,1948,1973,"Gable","VinylSd","None",4.68213122712422,"TA","TA","BrkTil","TA","No","Rec",5.82304589548302,1221,7.35179986905778,"Gd","Y","SBrkr",7.35179986905778,0,7.35179986905778,1,0,1,0,2,"TA",5,0,"Detchd",1948,"Unf",2,6.69950034016168,"Y",6,2007,"COD","Normal",11.9414558460094,"VinylSd",7.1074254741107,4,0,1,0,1,1,1,0,0,0,1,-0.00760414181770477,0,1,0,0,0,0.0957156263720616,-0.0074201750610314,0
838,160,"RM",3.04452243772342,7.4265490723973,"Reg","Inside","BrDale","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","HdBoard","BrkFace",5.06259503302697,"TA","TA","CBlock","TA","No","BLQ",5.79909265446053,153,6.18001665365257,"TA","Y","SBrkr",6.18001665365257,6.22257626807137,6.89467003943348,1,0,1,1,2,"TA",5,0,"Detchd",1973,"Unf",1,5.57594910314632,"Y",11,2008,"WD","Normal",11.5129254649702,"HdBoard",5.03043792139244,4,0,0,0,1,1,1.5,0,0,0,1,-0.0451005501586313,0,1,0,0,1,0.0522593676441282,0.191611215247287,0
839,20,"RL",4.31748811353631,9.1616751999949,"Reg","Inside","CollgCr","Norm","1Fam","1Story",5,6,1995,2006,"Gable","VinylSd","None",5.66296048013595,"TA","TA","PConc","Gd","No","Unf",5.7037824746562,1099,7.00215595440362,"Ex","Y","SBrkr",7.00215595440362,0,7.00215595440362,0,0,1,1,3,"Gd",6,0,"Attchd",1999,"Unf",1,5.8636311755981,"Y",6,2008,"WD","Normal",11.8775685785581,"VinylSd",7.00215595440362,4,0,1,0,0,1,0.666666666666667,0,1,0,1,-0.0131942777196891,0,1,0,0,0,0.166080352884341,0.0398483471617353,0
840,50,"RL",4.24849524204936,9.37305428246393,"Reg","Inside","Edwards","Norm","1Fam","1.5Fin",5,6,1946,1995,"Gable","MetalSd","None",4.95582705760126,"TA","TA","CBlock","TA","No","BLQ",5.8636311755981,416,6.64378973314767,"Ex","Y","SBrkr",6.64378973314767,6.06842558824411,7.09007683577609,0,0,1,0,3,"TA",6,0,"Detchd",1946,"Unf",1,5.48063892334199,"Y",5,2008,"WD","Normal",11.7791285057449,"MetalSd",6.03068526026126,4,0,0,0,1,1,0.333333333333333,0,0,0,1,-0.0218077840908487,1,1,0,0,0,0.27450115530227,0.0439495183679119,0
841,70,"RH",4.0943445622221,9.40549588675022,"IR1","Inside","SWISU","Norm","1Fam","2Story",6,8,1925,1950,"Gable","Wd Sdng","None",6.24027584517077,"TA","TA","BrkTil","TA","No","BLQ",5.04985600724954,516,6.51025834052315,"TA","N","SBrkr",6.69703424766648,6.51025834052315,7.30114780585603,0,0,2,0,4,"Fa",7,0,"Detchd",1934,"Unf",1,5.99146454710798,"P",3,2008,"WD","Normal",11.8493977015914,"Wd Sdng",6.24610676548156,1,0,0,0,0,1,0.5,0,0,0,1,-0.0156592294542752,0,1,0,0,1,0.0181448214311442,-0.00621556016609942,0
842,70,"RM",4.0943445622221,9.25339986143663,"Reg","Inside","OldTown","Norm","1Fam","2Story",5,8,1904,2002,"Gable","MetalSd","None",5.37527840768417,"TA","TA","PConc","TA","No","Unf",2.99573227355399,650,6.47697236288968,"Gd","Y","SBrkr",6.86484777797086,6.36475075685191,7.33888813383888,0,0,2,0,3,"Gd",8,1,"Detchd",1983,"Unf",2,6.53087762772588,"P",6,2008,"WD","Normal",11.9671807372478,"MetalSd",6.47697236288968,4,0,0,0,0,1,0.666666666666667,0,1,0,1,-0.0053532138343416,0,1,0,0,0,0.0673825169941728,-0.00443376908146465,0
843,80,"RL",4.40671924726425,9.10719961305667,"Reg","Inside","NAmes","Norm","1Fam","SLvl",6,7,1966,1966,"Gable","HdBoard","BrkFace",5.20948615284142,"TA","TA","CBlock","TA","Gd","Rec",5.74300318780948,276,7.02731451403978,"TA","Y","SBrkr",7.0604763659998,0,7.0604763659998,1,0,1,1,3,"TA",6,0,"Attchd",1966,"RFn",2,6.19440539110467,"Y",5,2008,"WD","Normal",12.0719696610067,"HdBoard",5.62040086571715,4,0,0,1,1,1,1,0,0,0,1,0.00381581699455949,0,1,0,0,1,-0.00442150223179114,-0.00898092378676316,0
844,90,"RL",4.38202663467388,8.98719682066197,"Reg","Corner","NAmes","Artery","Duplex","1Story",5,4,1961,1961,"Gable","BrkFace","None",5.0998664278242,"TA","TA","CBlock","TA","No","Unf",5.82894561761021,1800,7.49554194388426,"Ex","N","SBrkr",7.49554194388426,0,7.49554194388426,0,0,2,0,6,"TA",10,0,"Detchd",1999,"Unf",0,6.13556489108174,"Y",7,2007,"WD","Normal",11.8565151693603,"BrkFace",7.49554194388426,4,0,1,0,1,1,0.333333333333333,1,0,0,1,-0.0150364510244995,0,0,0,0,0,0.189268343848066,-0.0393740537180944,1
845,50,"RM",4.60517018598809,9.44659756243577,"IR1","Inside","OldTown","Artery","1Fam","1.5Fin",5,8,1915,1950,"Gable","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Mn","Unf",5.98645200528444,876,6.77536609093639,"Gd","Y","SBrkr",6.77536609093639,6.29156913955832,7.25559127425367,0,0,1,1,4,"TA",7,1,"Detchd",1949,"Unf",3,6.5792512120101,"Y",6,2008,"WD","Normal",11.944058319827,"Wd Sdng",6.77536609093639,1,0,0,0,1,1,0.5,0,0,0,1,-0.00737642535866634,0,0,0,0,0,0.0928492906257525,0.000912609614629441,0
846,85,"RL",4.47733681447821,9.71998529899401,"IR1","CulDSac","Sawyer","RRAe","1Fam","SFoyer",5,5,1975,1981,"Gable","HdBoard","None",5.76832099579377,"TA","TA","CBlock","Gd","Gd","ALQ",7.23705902612474,0,7.23705902612474,"TA","Y","SBrkr",7.43897159239586,0,7.43897159239586,1,0,2,0,3,"TA",6,2,"Basment",1975,"Fin",2,6.4150969591716,"Y",1,2007,"WD","Normal",12.0494188354848,"HdBoard",4.27666611901606,1,0,1,1,1,1,1,0,0,0,1,0.00184261976139351,0,0,1,0,1,-0.0231936106473817,0.00363374806470852,0
847,60,"RL",4.31748811353631,9.13959596745043,"Reg","Inside","SawyerW","Norm","1Fam","2Story",7,5,1993,1993,"Gable","HdBoard","BrkFace",4.91998092582813,"Gd","TA","PConc","Gd","No","ALQ",6.24027584517077,227,6.60665018619822,"Ex","Y","SBrkr",6.91373735065968,6.64509096950564,7.48155570190952,1,0,2,1,3,"Gd",7,1,"Attchd",1993,"Unf",2,6.05208916892442,"Y",7,2009,"WD","Normal",12.2690474446916,"HdBoard",5.4249500174814,4,0,0,0,0,1,1.33333333333333,0,1,0,1,0.0210601230669855,0,1,0,0,0,0.216284121021263,0.0517811740034513,0
848,20,"RL",3.58351893845611,9.65007807402644,"IR1","CulDSac","CollgCr","Norm","1Fam","1Story",5,6,1972,1972,"Gable","Plywood","None",5.8406416573734,"TA","TA","CBlock","TA","Av","BLQ",6.13122648948314,404,6.76157276880406,"Ex","Y","SBrkr",6.76157276880406,0,6.76157276880406,1,0,1,0,3,"TA",5,1,"Attchd",1972,"Unf",1,5.82304589548302,"Y",8,2009,"WD","Normal",11.8018567568224,"HdBoard",6.00141487796115,1,0,1,0,1,1,0.666666666666667,0,0,0,1,-0.0198190621215626,0,1,0,0,0,0.249468512101573,0.114348963415008,0
849,50,"RL",4.31748811353631,10.7276629955025,"IR2","Inside","ClearCr","Norm","1Fam","1.5Fin",6,8,1908,1997,"Gable","Wd Sdng","None",4.30406509320417,"TA","TA","BrkTil","TA","No","Unf",6.37161184723186,907,6.81014245011514,"TA","Y","SBrkr",7.17548971362422,6.95749737087695,7.76556908109732,0,0,3,0,5,"TA",10,1,"Detchd",1908,"Unf",2,5.88610403145016,"Y",9,2008,"WD","Normal",12.3883942023241,"Wd Sdng",6.81014245011514,2,0,0,0,1,1,0.6,0,0,0,1,0.031502964359835,0,1,0,0,1,-0.0365034348931421,0.179711748335886,0
850,80,"RL",4.38202663467388,9.16951837745593,"Reg","FR2","Veenker","Feedr","1Fam","SLvl",6,7,1976,1994,"Hip","Plywood","BrkFace",5.88610403145016,"Gd","Gd","CBlock","TA","No","Unf",5.26785815906333,528,6.26909628370626,"Ex","Y","SBrkr",6.99759598298193,6.63463335786169,7.52563997504154,0,0,2,1,3,"TA",7,1,"Attchd",1976,"RFn",2,6.23832462503951,"Y",8,2007,"WD","Normal",12.1388638958367,"Plywood",6.26909628370626,4,0,0,0,1,1,1,0,0,0,1,0.00966906254218716,0,0,0,1,0,-0.0112038343742803,0.0286450918778576,0
851,120,"RM",3.58351893845611,8.39728289474368,"Reg","Inside","CollgCr","Norm","TwnhsE","1Story",6,5,2003,2003,"Gable","VinylSd","BrkFace",5.13579843705026,"Gd","TA","PConc","Gd","Av","GLQ",6.49072353450251,189,6.7428806357919,"Ex","Y","SBrkr",6.7428806357919,0,6.7428806357919,1,0,1,0,1,"Gd",3,0,"Attchd",2003,"Fin",2,6.04025471127741,"Y",11,2007,"WD","Normal",11.7867621306,"VinylSd",5.24174701505964,4,0,1,0,0,1,2,0,1,0,1,-0.02113984191603,0,1,0,0,0,0.0244953723788919,0.126485380233181,0
852,120,"RL",3.97029191355212,8.06965530688617,"Reg","Inside","Blmngtn","Norm","TwnhsE","1Story",8,5,2003,2003,"Gable","VinylSd","BrkFace",3.68887945411394,"Gd","TA","PConc","Gd","Gd","Unf",3.17805383034795,1273,7.14913159855741,"Ex","Y","SBrkr",7.28344822875663,0,7.28344822875663,0,0,2,0,2,"Gd",7,1,"Attchd",2003,"Fin",2,5.99146454710798,"Y",5,2006,"WD","Normal",12.2783933071098,"VinylSd",7.14913159855741,4,0,1,1,0,1,1,0,1,0,1,0.0218778860285813,0,1,0,0,0,0.474715400016994,0.00425843051058574,0
853,75,"RL",3.97029191355212,8.87178596915065,"Reg","Inside","Crawfor","Norm","1Fam","2.5Unf",7,5,1941,1950,"Gable","MetalSd","None",5.41164605185504,"TA","Gd","CBlock","TA","No","Rec",5.89715386763674,554,6.82219739062049,"Gd","Y","SBrkr",6.82219739062049,6.59030104819669,7.40610338123702,0,0,2,0,4,"TA",7,2,"Detchd",1941,"Unf",1,5.48063892334199,"Y",8,2007,"WD","Normal",12.0076217068063,"MetalSd",6.31716468674728,4,1,0,0,1,1,0.5,0,0,0,1,-0.00181462899797196,0,1,0,0,0,-0.0186359517728231,-0.00289690748474471,0
854,80,"RL",4.60517018598809,9.40054742304413,"IR1","Corner","NAmes","Norm","1Fam","SLvl",6,6,1964,1964,"Gable","HdBoard","BrkFace",4.74493212836325,"TA","Gd","CBlock","TA","Gd","Rec",6.33505425149806,563,7.02731451403978,"TA","Y","SBrkr",7.27586460054653,0,7.27586460054653,0,0,1,1,3,"TA",7,1,"Attchd",1964,"RFn",2,6.46925031679577,"Y",8,2009,"WD","Normal",11.9703503120091,"MetalSd",6.33327962813969,1,0,0,1,1,1,0.666666666666667,0,0,0,1,-0.00507587604272959,0,1,0,0,1,0.00588157065268666,-0.000548069706800636,0
855,20,"RL",4.62497281328427,9.79367268652892,"Reg","Inside","Sawyer","Norm","1Fam","1Story",5,4,1955,1974,"Hip","Plywood","None",0,"TA","TA","CBlock","TA","Mn","ALQ",5.72358510195238,372,7.47477218239787,"TA","Y","SBrkr",7.48380668766583,0,7.48380668766583,1,0,1,1,3,"TA",6,1,"Attchd",1955,"Unf",2,6.11809719804135,"Y",7,2006,"WD","Abnorml",12.0435537160324,"Wd Sdng",5.91889385427315,4,0,1,0,1,1,1,0,0,0,0,-0.013863970297076,0,1,0,0,1,-0.0167338332505043,0.00330289050636889,0
856,20,"RL",4.0943445622221,8.83884181343129,"IR1","Corner","Sawyer","Norm","1Fam","1Story",5,8,1962,2010,"Gable","HdBoard","None",5.25749537202778,"TA","Gd","CBlock","TA","No","ALQ",6.49072353450251,381,6.94697599213542,"Ex","Y","SBrkr",6.94697599213542,0,6.94697599213542,1,0,1,1,3,"TA",6,0,"Detchd",1962,"Unf",1,5.56068163101553,"Y",4,2010,"WD","Normal",11.7519423654407,"HdBoard",5.9427993751267,1,0,1,0,1,1,1,0,0,0,1,-0.0241865713674625,0,1,0,0,0,0.304443668165044,0.0882991631751274,0
857,80,"RL",4.00733318523247,9.30291955326928,"IR1","Inside","CollgCr","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","HdBoard","None",4.18965474202643,"TA","TA","CBlock","Gd","Gd","GLQ",6.22455842927536,0,6.84587987526405,"TA","Y","SBrkr",6.93342302573071,0,6.93342302573071,1,0,1,0,3,"TA",5,0,"Detchd",1981,"Unf",2,6.35610766069589,"Y",10,2008,"WD","Normal",11.8981878657609,"Plywood",4.33073334028633,1,0,0,1,1,1,0.666666666666667,0,0,0,1,-0.0113900900894499,0,1,0,0,1,0.013198040897299,0.0433466121263788,0
858,60,"RL",4.17438726989564,9.00270100719794,"Reg","Inside","Gilbert","Norm","1Fam","2Story",6,5,1994,1995,"Gable","HdBoard","None",3.8286413964891,"TA","TA","PConc","Gd","No","Unf",3.17805383034795,702,6.55393340402581,"Gd","Y","SBrkr",6.55393340402581,6.65801104587075,7.3004728142678,0,0,2,1,3,"TA",6,1,"Attchd",1994,"Fin",2,5.83773044716594,"Y",3,2009,"WD","Normal",12.0668105781967,"HdBoard",6.55393340402581,4,0,0,0,1,1,1,0,1,0,1,0.00336439724868203,0,1,0,0,0,-0.00389842855799663,0.00130946418738989,0
859,20,"RL",4.38202663467388,9.24956108512946,"Reg","Inside","NWAmes","Norm","1Fam","1Story",7,5,1976,1976,"Gable","HdBoard","BrkFace",5.24174701505964,"TA","TA","CBlock","Gd","No","Unf",5.99645208861902,1090,6.99393297522319,"TA","Y","SBrkr",7.22256601882217,0,7.22256601882217,0,0,2,0,3,"TA",6,1,"Attchd",1976,"RFn",2,6.17170059741091,"Y",6,2009,"WD","Family",11.9316357998284,"HdBoard",6.99393297522319,4,0,1,0,1,1,0.666666666666667,0,0,0,0,0.0882611282390608,1,1,0,0,1,-0.0869177320710386,0.00424144146464883,0
860,60,"RL",4.52178857704904,9.30828344630615,"IR1","Corner","NWAmes","PosA","1Fam","2Story",6,7,1968,1984,"Gable","HdBoard","BrkFace",5.39362754635236,"TA","TA","CBlock","TA","Mn","BLQ",6.4281052726846,435,6.96034772910131,"TA","Y","SBrkr",7.32118855673948,7.04053639021596,7.88382321489215,1,0,2,1,4,"Gd",9,1,"Attchd",1968,"Unf",2,6.4281052726846,"Y",8,2006,"WD","Normal",12.4292161968444,"HdBoard",6.07534603108868,1,0,0,0,0,1,1,0,0,0,1,0.0350748888803573,1,0,0,0,1,-0.040642331559779,0.247491005937252,0
861,50,"RL",4.00733318523247,8.94141462800684,"Reg","Corner","Crawfor","Norm","1Fam","1.5Fin",7,8,1918,1998,"Gable","Wd Sdng","None",5.66296048013595,"Gd","TA","BrkTil","TA","No","Unf",5.34233425196481,912,6.81563999007433,"Gd","Y","SBrkr",6.81563999007433,6.24222326545517,7.26262860097424,0,0,1,1,3,"Gd",7,1,"Detchd",1925,"Unf",1,5.37527840768417,"Y",6,2007,"WD","Normal",12.1545161586158,"Wd Sdng",6.81563999007433,4,1,0,0,0,1,0.666666666666667,0,0,0,1,0.0110386355353538,0,1,0,0,0,0.113365034783713,-0.00047789757199901,0
862,190,"RL",4.31748811353631,9.36091323045556,"Reg","Inside","Sawyer","Norm","2fmCon","1Story",5,4,1965,1965,"Hip","HdBoard","None",5.88610403145016,"TA","TA","PConc","TA","Mn","BLQ",6.73459165997295,198,6.94601399109923,"Ex","Y","SBrkr",6.94601399109923,0,6.94601399109923,1,0,1,1,3,"TA",6,0,"Attchd",1965,"Unf",2,6.22257626807137,"Y",4,2010,"WD","Normal",11.7867621306,"Plywood",5.28826703069454,4,0,1,0,1,1,1,0,1,0,1,-0.02113984191603,0,1,0,0,0,0.266093565704949,0.0774087285866712,0
863,20,"RL",4.39444915467244,9.17699039229463,"Reg","Corner","SawyerW","Norm","1Fam","1Story",6,5,1984,1985,"Hip","Plywood","None",3.98898404656427,"TA","TA","PConc","Gd","No","GLQ",5.82304589548302,702,6.94697599213542,"TA","Y","SBrkr",7.00033446027523,0,7.00033446027523,0,0,2,0,3,"TA",6,0,"Attchd",1986,"Unf",2,6.17378610390194,"Y",5,2010,"WD","Normal",11.9316357998284,"HdBoard",6.55393340402581,4,0,1,0,1,1,0.666666666666667,0,1,0,1,-0.00846339585854008,0,1,0,0,1,0.0098067920265623,0.0257366832045698,0
864,20,"RL",4.24849524204936,8.97853441008332,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,5,1959,1959,"Hip","Plywood","None",4.78749174278205,"TA","TA","CBlock","TA","No","BLQ",7.04577657687951,0,7.04577657687951,"TA","Y","SBrkr",7.04577657687951,0,7.04577657687951,1,0,1,0,3,"TA",6,0,"Attchd",1959,"Unf",1,6.51025834052315,"Y",7,2009,"WD","Normal",11.7943379244084,"BrkFace",3.68887945411394,4,0,1,0,1,1,0.666666666666667,0,0,0,1,-0.0204769599577901,0,1,0,0,1,0.257749670579802,0.0516347436149883,1
865,20,"FV",4.27666611901606,9.0641578617981,"Reg","Inside","Somerst","Norm","1Fam","1Story",7,5,2007,2008,"Gable","VinylSd","None",4.0943445622221,"Gd","TA","PConc","Ex","No","Unf",2.77258872223978,1372,7.22402480828583,"Ex","Y","SBrkr",7.22402480828583,0,7.22402480828583,0,0,2,0,3,"Gd",6,0,"Attchd",2008,"Fin",2,6.2709884318583,"Y",5,2008,"New","Partial",12.4315335097995,"VinylSd",7.22402480828583,4,0,1,0,0,0,0.666666666666667,0,1,1,1,0.0352776537639338,0,1,0,0,0,0.362295904528018,-0.0170912956974309,0
866,20,"RL",4.0943445622221,9.07680897935166,"IR1","Inside","NAmes","Norm","1Fam","1Story",5,6,1970,1970,"Gable","MetalSd","BrkFace",4.33073334028633,"TA","TA","CBlock","TA","No","BLQ",6.71901315438526,174,6.90975328164481,"TA","Y","SBrkr",6.90975328164481,0,6.90975328164481,1,0,1,0,3,"TA",5,0,"Detchd",1973,"Unf",2,6.80461452006262,"Y",8,2009,"WD","Normal",11.9083402372249,"MetalSd",5.15905529921453,1,0,1,0,1,1,0.666666666666667,0,0,0,1,-0.0105017575863483,0,1,0,0,1,0.132188789936098,0.0428067808419927,0
867,20,"RL",4.20469261939097,9.27387839278017,"IR1","Inside","Timber","Norm","1Fam","1Story",8,5,2006,2007,"Gable","VinylSd","Stone",5.61312810638807,"Gd","TA","PConc","Gd","Av","Unf",3.17805383034795,1638,7.40123126441302,"Ex","Y","SBrkr",7.40610338123702,0,7.40610338123702,0,0,2,0,3,"Gd",6,1,"Attchd",2007,"RFn",3,6.76849321164863,"Y",11,2007,"New","Partial",12.4248064883557,"VinylSd",7.40123126441302,1,0,1,0,0,1,0.666666666666667,0,1,1,1,0.0346890393875961,0,1,0,0,0,0.752697092743552,0.0553782276998993,0
868,20,"RL",4.44265125649032,8.84937050375457,"Reg","Corner","Sawyer","Feedr","1Fam","1Story",4,5,1961,1961,"Gable","VinylSd","None",3.80666248977032,"TA","TA","CBlock","TA","No","ALQ",6.83733281468559,108,6.94697599213542,"TA","Y","SBrkr",7.02108396428914,0,7.02108396428914,1,0,1,1,3,"Fa",5,0,"Attchd",1961,"RFn",2,6.29894924685594,"Y",5,2007,"WD","Normal",11.7675676833438,"VinylSd",4.68213122712422,4,0,1,0,0,1,1,0,0,0,1,-0.0228193560509429,0,0,0,0,1,0.548026757223438,0.0639809859779516,0
869,60,"RL",3.93182563272433,9.59981159033,"IR2","Corner","Gilbert","Feedr","1Fam","2Story",5,6,1948,1950,"Gable","Plywood","None",4.71849887129509,"TA","TA","Slab","Gd","No","BLQ",6.34212141872115,0,6.57088296233958,"Gd","Y","SBrkr",7.34407285057307,6.5792512120101,7.74932246466036,0,0,2,0,2,"TA",7,1,"Attchd",1979,"Unf",2,6.51025834052315,"P",5,2006,"WD","Normal",12.0376539939052,"Plywood",4.47733681447821,2,0,0,0,1,1,1,0,1,0,1,0.000813196123179738,0,0,0,0,0,-0.0102359448520878,0.00448796630851782,0
870,60,"RL",4.38202663467388,9.20412107216227,"Reg","Inside","SawyerW","Norm","1Fam","2Story",7,5,1993,1994,"Gable","MetalSd","BrkFace",5.50533153593236,"Gd","TA","PConc","Gd","No","GLQ",6.62007320653036,300,6.95654544315157,"Ex","Y","SBrkr",6.96790920180188,6.78784498230958,7.57507169950756,1,0,2,1,3,"Gd",8,1,"Attchd",1993,"Fin",2,6.35262939631957,"Y",6,2010,"WD","Normal",12.3715870840077,"MetalSd",5.7037824746562,4,0,0,0,0,1,1.33333333333333,0,1,0,1,0.0300323415071516,0,1,0,0,0,0.308427380240112,0.105938637024709,0
871,20,"RL",4.0943445622221,8.79482492801452,"Reg","Inside","NAmes","PosN","1Fam","1Story",5,5,1962,1962,"Hip","MetalSd","None",5.66296048013595,"TA","TA","CBlock","TA","No","Unf",5.73979291217923,894,6.79570577517351,"Gd","N","SBrkr",6.79570577517351,0,6.79570577517351,0,0,1,0,2,"TA",5,0,"Detchd",1962,"Unf",1,5.73009978297357,"Y",8,2009,"WD","Normal",11.6036798282387,"MetalSd",6.79570577517351,4,0,1,0,1,1,0.5,0,0,0,1,-0.0371595433726406,0,0,0,0,0,0.467738379277841,0.199901771696018,0
872,60,"RL",4.24849524204936,9.07680897935166,"Reg","Inside","CollgCr","Norm","1Fam","2Story",6,5,1998,1998,"Gable","VinylSd","BrkFace",4.75359019110636,"TA","TA","PConc","Gd","No","GLQ",6.22455842927536,299,6.68959926917897,"Ex","Y","SBrkr",6.68959926917897,6.77764659363512,7.42773884053289,0,0,2,1,3,"Gd",7,0,"Attchd",1998,"RFn",2,6.25958146406492,"Y",6,2010,"WD","Normal",12.2085695257288,"VinylSd",5.70044357339069,4,0,0,0,0,1,1,0,1,0,1,0.0157683051577403,0,1,0,0,0,-0.018271210738334,0.0290717244970971,0
873,20,"RL",4.30406509320417,9.09290727508409,"Reg","Corner","NAmes","Norm","1Fam","1Story",5,7,1953,1996,"Gable","Wd Shng","None",4.48863636973214,"Gd","TA","Stone","TA","Av","Unf",5.8805329864007,105,4.65396035015752,"Gd","Y","SBrkr",6.8134445995109,0,6.8134445995109,0,0,1,0,3,"Gd",5,0,"Attchd",1953,"Unf",2,6.02586597382531,"Y",10,2008,"WD","Normal",11.6613454700885,"WdShing",4.65396035015752,4,0,1,0,0,1,0.333333333333333,0,0,0,1,-0.0321137997107823,0,1,0,0,0,0.404226082073815,0.166247508970755,0
874,40,"RL",4.0943445622221,9.40459049963541,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1949,1950,"Gable","HdBoard","None",4.70048036579242,"Gd","TA","CBlock","TA","No","Rec",5.92692602597041,457,6.72383244082121,"Gd","Y","SBrkr",6.94312242281943,0,7.14519613499717,0,0,1,0,3,"TA",6,1,"Attchd",1949,"Unf",1,5.66296048013595,"Y",9,2009,"WD","Normal",11.7981044072039,"HdBoard",6.12468339089421,4,0,1,0,1,1,0.333333333333333,0,0,0,1,-0.0201473927131858,0,1,0,0,0,0.253601308278672,0.0279117646904247,0
875,50,"RM",3.95124371858143,8.65172408437384,"Reg","Inside","OldTown","Artery","1Fam","1.5Fin",5,6,1941,1950,"Gable","Wd Sdng","None",5.34710753071747,"TA","TA","CBlock","TA","No","Unf",5.57594910314632,676,6.51619307604296,"Ex","Y","SBrkr",6.51619307604296,6.12029741895095,7.03085747611612,0,0,1,1,3,"TA",5,0,"Detchd",1941,"Unf",1,5.29831736654804,"Y",8,2009,"WD","Abnorml",11.1049572266439,"Wd Sdng",6.51619307604296,4,0,0,0,1,1,0.666666666666667,0,0,0,0,0.842605326269888,0,0,0,0,0,1.01702591131206,0.217516166536063,0
876,60,"FV",4.31748811353631,9.10497985631836,"Reg","Inside","Somerst","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CmentBd","None",5.8406416573734,"Gd","TA","PConc","Gd","Av","GLQ",4.15888308335967,1120,7.07665381544395,"Ex","Y","SBrkr",7.07665381544395,7.26262860097424,7.86710550031674,0,0,2,1,4,"Ex",11,1,"BuiltIn",2007,"Fin",2,6.30991827822652,"Y",8,2007,"New","Partial",12.623061104073,"CemntBd",7.02108396428914,4,0,0,0,0,1,0.75,0,1,1,1,0.0520363182628596,0,1,0,0,0,1.12910550897348,0.357230066224578,0
877,20,"RL",4.54329478227,10.1380061618718,"Reg","Inside","Mitchel","Norm","1Fam","1Story",4,5,1963,1963,"Gable","Plywood","None",3.80666248977032,"TA","TA","PConc","TA","Gd","ALQ",6.45047042214418,431,6.96979066990159,"Gd","Y","SBrkr",6.94697599213542,0,6.94697599213542,1,0,1,0,3,"TA",5,0,"Attchd",1963,"Unf",2,6.47389069635227,"Y",1,2007,"WD","Normal",11.7924493497205,"HdBoard",6.06610809010375,4,0,1,1,1,1,0.666666666666667,0,1,0,1,-0.0206422102429785,1,1,0,0,0,0.495740699962325,0.0753595812671513,0
